2022-12-01 18:44:41.413:   WARNING: Cannot create remote cache directory //assetcache/assetcache/assetcache_wot/
2022-12-01 18:45:07.581:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:07.582:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/characteranimations/soldier_nojacket/normal/lod1/soldier_nojacket_01_tecnitian.primitives
2022-12-01 18:45:07.583: 1151>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod1/Soldier_NoJacket_01_Tecnitian.primitives
2022-12-01 18:45:07.583: 1151>  INFO: Checking primary dependencies...
2022-12-01 18:45:07.583: 1151>  INFO:   Primary dependencies out of date
2022-12-01 18:45:07.583: 1151>  INFO:     Creating dependencies...
2022-12-01 18:45:07.583: 1151>  INFO: Processing secondary dependencies...
2022-12-01 18:45:07.583: 1151>  INFO: Checking conversion...
2022-12-01 18:45:07.584: 1151>  INFO:   Dependencies out of date
2022-12-01 18:45:07.584: 1151>  INFO:     Converting task...
2022-12-01 18:45:07.586: 1151>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod1/Soldier_NoJacket_01_Tecnitian.primitives ->
2022-12-01 18:45:07.586: 1151>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod1/Soldier_NoJacket_01_Tecnitian.primitives_processed
2022-12-01 18:45:07.588: 1151>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod1/Soldier_NoJacket_01_Tecnitian.primitives_processed written to: W:\.assetcache_wot\68\0E\680E5C4B1499921837500BE3F765D501_Soldier_NoJacket_01_Tecnitian.primitives_processed
2022-12-01 18:45:07.591: 1151>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod1/Soldier_NoJacket_01_Tecnitian.primitives_plus_secondarydeps written to: W:\.assetcache_wot\EF\17\EF17261A34CEC1717715B6B8A1D0E426_Soldier_NoJacket_01_Tecnitian.primitives_plus_secondarydeps
2022-12-01 18:45:07.591: 1151>  INFO: DONE: Task Completed
2022-12-01 18:45:07.593:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod1/Soldier_NoJacket_01_Tecnitian.primitives_processed retrieved from cache file: W:\.assetcache_wot\68\0E\680E5C4B1499921837500BE3F765D501_Soldier_NoJacket_01_Tecnitian.primitives_processed
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Tecnitian_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\18\15\1815888F5B2E72C5F7952CFC9CA826A8_Soldier_NoJacket_Tecnitian_Body_AM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Tecnitian_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\18\15\1815888F5B2E72C5F7952CFC9CA826A8_Soldier_NoJacket_Tecnitian_Body_AM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_AM.dds retrieved from cache file: W:\.assetcache_wot\26\8E\268E6D8BF332E9838FC65894F3467E85_Soldier_NoJacket_Face_AM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_AM.dds retrieved from cache file: W:\.assetcache_wot\26\8E\268E6D8BF332E9838FC65894F3467E85_Soldier_NoJacket_Face_AM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:07.594:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:07.595:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/characteranimations/soldier_nojacket/normal/lod0/soldier_nojacket_01_tecnitian.primitives
2022-12-01 18:45:07.596: 1152>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod0/Soldier_NoJacket_01_Tecnitian.primitives
2022-12-01 18:45:07.596: 1152>  INFO: Checking primary dependencies...
2022-12-01 18:45:07.596: 1152>  INFO:   Primary dependencies out of date
2022-12-01 18:45:07.596: 1152>  INFO:     Creating dependencies...
2022-12-01 18:45:07.597: 1152>  INFO: Processing secondary dependencies...
2022-12-01 18:45:07.597: 1152>  INFO: Checking conversion...
2022-12-01 18:45:07.597: 1152>  INFO:   Dependencies out of date
2022-12-01 18:45:07.598: 1152>  INFO:     Converting task...
2022-12-01 18:45:07.599: 1152>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod0/Soldier_NoJacket_01_Tecnitian.primitives ->
2022-12-01 18:45:07.599: 1152>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod0/Soldier_NoJacket_01_Tecnitian.primitives_processed
2022-12-01 18:45:07.602: 1152>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod0/Soldier_NoJacket_01_Tecnitian.primitives_processed written to: W:\.assetcache_wot\26\90\26908969673D45814D99722401EB0D76_Soldier_NoJacket_01_Tecnitian.primitives_processed
2022-12-01 18:45:07.605: 1152>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod0/Soldier_NoJacket_01_Tecnitian.primitives_plus_secondarydeps written to: W:\.assetcache_wot\AF\2A\AF2A0C447059C38B47054E66AEF01DEB_Soldier_NoJacket_01_Tecnitian.primitives_plus_secondarydeps
2022-12-01 18:45:07.605: 1152>  INFO: DONE: Task Completed
2022-12-01 18:45:07.607:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod0/Soldier_NoJacket_01_Tecnitian.primitives_processed retrieved from cache file: W:\.assetcache_wot\26\90\26908969673D45814D99722401EB0D76_Soldier_NoJacket_01_Tecnitian.primitives_processed
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_AM.dds retrieved from cache file: W:\.assetcache_wot\26\8E\268E6D8BF332E9838FC65894F3467E85_Soldier_NoJacket_Face_AM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_AM.dds retrieved from cache file: W:\.assetcache_wot\26\8E\268E6D8BF332E9838FC65894F3467E85_Soldier_NoJacket_Face_AM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Tecnitian_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\18\15\1815888F5B2E72C5F7952CFC9CA826A8_Soldier_NoJacket_Tecnitian_Body_AM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Tecnitian_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\18\15\1815888F5B2E72C5F7952CFC9CA826A8_Soldier_NoJacket_Tecnitian_Body_AM.dds
2022-12-01 18:45:07.608:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:07.609:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:07.609:   WARNING: Could not find a rule to create a task for file virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/normal/lod0/Soldier_NoJacket_01_Tecnitian.model?HavokProcessor
2022-12-01 18:45:07.611:   INFO:   Created task: virtual://p:/temp/lite_ue_1.19/res/content/hangars/characteranimations/soldier_nojacket/animations/standingidle03_idle_a.fbx?fbxconverter
2022-12-01 18:45:07.613: 1154>  INFO: Processing new task: virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_A.fbx?FbxConverter
2022-12-01 18:45:07.613: 1154>  INFO: Checking primary dependencies...
2022-12-01 18:45:07.613: 1154>  INFO:   Primary dependencies out of date
2022-12-01 18:45:07.715: 1140>  INFO:   virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NewLog.fbx?FbxConverter ->
2022-12-01 18:45:07.715: 1140>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NewLog.anim_processed
2022-12-01 18:45:07.720: 1140>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\C7\82\C78235F1A3FCBEBEAD403989A77C2EB9_DrinkingTea_Stance_NewLog.anim_processed' (The network path was not found.)
2022-12-01 18:45:07.720: 1140>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NewLog.anim_processed written to: W:\.assetcache_wot\C7\82\C78235F1A3FCBEBEAD403989A77C2EB9_DrinkingTea_Stance_NewLog.anim_processed
2022-12-01 18:45:07.722: 1146>  INFO:   virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_B_to_A.fbx?FbxConverter ->
2022-12-01 18:45:07.722: 1146>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_B_to_A.anim_processed
2022-12-01 18:45:07.723: 1140>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\9F\A1\9FA1CEE6311B2579F6A82B43DA30FF76_DrinkingTea_Stance_NewLog.fbx_395E990C74EA0E51_plus_secondarydeps' (The network path was not found.)
2022-12-01 18:45:07.723: 1140>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NewLog.fbx_395E990C74EA0E51_plus_secondarydeps written to: W:\.assetcache_wot\9F\A1\9FA1CEE6311B2579F6A82B43DA30FF76_DrinkingTea_Stance_NewLog.fbx_395E990C74EA0E51_plus_secondarydeps
2022-12-01 18:45:07.723: 1140>  INFO: DONE: Task Completed
2022-12-01 18:45:07.726: 1146>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\42\44\4244E9A41E25DAFB38AC2ACAFFB68D7C_SittingIdle01_B_to_A.anim_processed' (The network path was not found.)
2022-12-01 18:45:07.726: 1146>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_B_to_A.anim_processed written to: W:\.assetcache_wot\42\44\4244E9A41E25DAFB38AC2ACAFFB68D7C_SittingIdle01_B_to_A.anim_processed
2022-12-01 18:45:07.729: 1146>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\ED\E2\EDE2DDFF28B55A33966BFE4349FBD672_SittingIdle01_B_to_A.fbx_395E990C74EA0E51_plus_secondarydeps' (The network path was not found.)
2022-12-01 18:45:07.729: 1146>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_B_to_A.fbx_395E990C74EA0E51_plus_secondarydeps written to: W:\.assetcache_wot\ED\E2\EDE2DDFF28B55A33966BFE4349FBD672_SittingIdle01_B_to_A.fbx_395E990C74EA0E51_plus_secondarydeps
2022-12-01 18:45:07.729: 1146>  INFO: DONE: Task Completed
2022-12-01 18:45:08.005: 1154>  INFO: Autodesk FBX SDK version 2019.0 Release (b92b15b23)
2022-12-01 18:45:08.006: 1154>  INFO:     Creating dependencies...
2022-12-01 18:45:08.006: 1154>  INFO: Processing secondary dependencies...
2022-12-01 18:45:08.006: 1154>  INFO: Checking conversion...
2022-12-01 18:45:08.007: 1154>  INFO:   Dependencies out of date
2022-12-01 18:45:08.007: 1154>  INFO:     Converting task...
2022-12-01 18:45:08.009:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NewLog.anim_processed retrieved from cache file: W:\.assetcache_wot\C7\82\C78235F1A3FCBEBEAD403989A77C2EB9_DrinkingTea_Stance_NewLog.anim_processed
2022-12-01 18:45:08.010:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_B_to_A.anim_processed retrieved from cache file: W:\.assetcache_wot\42\44\4244E9A41E25DAFB38AC2ACAFFB68D7C_SittingIdle01_B_to_A.anim_processed
2022-12-01 18:45:08.011:   INFO:   Created task: virtual://p:/temp/lite_ue_1.19/res/content/hangars/characteranimations/soldier_nojacket/animations/drinkingtea_stance_nicinglog.fbx?fbxconverter
2022-12-01 18:45:08.011:   INFO:   Created task: virtual://p:/temp/lite_ue_1.19/res/content/hangars/characteranimations/soldier_nojacket/animations/sittingidle01_action_a.fbx?fbxconverter
2022-12-01 18:45:08.013: 1166>  INFO: Processing new task: virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_Action_A.fbx?FbxConverter
2022-12-01 18:45:08.013: 1166>  INFO: Checking primary dependencies...
2022-12-01 18:45:08.013: 1166>  INFO:   Primary dependencies out of date
2022-12-01 18:45:08.013: 1165>  INFO: Processing new task: virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NicingLog.fbx?FbxConverter
2022-12-01 18:45:08.013: 1165>  INFO: Checking primary dependencies...
2022-12-01 18:45:08.013: 1165>  INFO:   Primary dependencies out of date
2022-12-01 18:45:08.014: 1154>  INFO: FBX file format version for this FBX SDK is 7.5.0
2022-12-01 18:45:08.014: 1154>  INFO: FBX file format version for file 'P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_A.fbx' is 7.5.0

2022-12-01 18:45:08.031: 1166>  INFO: Autodesk FBX SDK version 2019.0 Release (b92b15b23)
2022-12-01 18:45:08.031: 1166>  INFO:     Creating dependencies...
2022-12-01 18:45:08.031: 1166>  INFO: Processing secondary dependencies...
2022-12-01 18:45:08.031: 1166>  INFO: Checking conversion...
2022-12-01 18:45:08.033: 1166>  INFO:   Dependencies out of date
2022-12-01 18:45:08.033: 1166>  INFO:     Converting task...
2022-12-01 18:45:08.221: 1165>  INFO: Autodesk FBX SDK version 2019.0 Release (b92b15b23)
2022-12-01 18:45:08.222: 1165>  INFO:     Creating dependencies...
2022-12-01 18:45:08.222: 1165>  INFO: Processing secondary dependencies...
2022-12-01 18:45:08.222: 1165>  INFO: Checking conversion...
2022-12-01 18:45:08.223: 1165>  INFO:   Dependencies out of date
2022-12-01 18:45:08.223: 1165>  INFO:     Converting task...
2022-12-01 18:45:08.228: 1166>  INFO: FBX file format version for this FBX SDK is 7.5.0
2022-12-01 18:45:08.228: 1166>  INFO: FBX file format version for file 'P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_Action_A.fbx' is 7.5.0

2022-12-01 18:45:08.256: 1165>  INFO: FBX file format version for this FBX SDK is 7.5.0
2022-12-01 18:45:08.256: 1165>  INFO: FBX file format version for file 'P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NicingLog.fbx' is 6.1.0

2022-12-01 18:45:08.693: 1147>  INFO:   virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_A.fbx?FbxConverter ->
2022-12-01 18:45:08.693: 1147>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_A.anim_processed
2022-12-01 18:45:08.697: 1147>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\56\91\5691A10BA887EDD832234290027D13C9_StandingIdle02_Idle_A.anim_processed' (The network path was not found.)
2022-12-01 18:45:08.697: 1147>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_A.anim_processed written to: W:\.assetcache_wot\56\91\5691A10BA887EDD832234290027D13C9_StandingIdle02_Idle_A.anim_processed
2022-12-01 18:45:08.701: 1147>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\36\AE\36AE689593C8F2DD14F31720E47495EF_StandingIdle02_Idle_A.fbx_395E990C74EA0E51_plus_secondarydeps' (The network path was not found.)
2022-12-01 18:45:08.701: 1147>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_A.fbx_395E990C74EA0E51_plus_secondarydeps written to: W:\.assetcache_wot\36\AE\36AE689593C8F2DD14F31720E47495EF_StandingIdle02_Idle_A.fbx_395E990C74EA0E51_plus_secondarydeps
2022-12-01 18:45:08.701: 1147>  INFO: DONE: Task Completed
2022-12-01 18:45:08.703:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_A.anim_processed retrieved from cache file: W:\.assetcache_wot\56\91\5691A10BA887EDD832234290027D13C9_StandingIdle02_Idle_A.anim_processed
2022-12-01 18:45:08.708:   INFO:   Created task: virtual://p:/temp/lite_ue_1.19/res/content/hangars/characteranimations/soldier_nojacket/animations/standingidle02_idle_b.fbx?fbxconverter
2022-12-01 18:45:08.711: 1167>  INFO: Processing new task: virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_B.fbx?FbxConverter
2022-12-01 18:45:08.711: 1167>  INFO: Checking primary dependencies...
2022-12-01 18:45:08.712: 1167>  INFO:   Primary dependencies out of date
2022-12-01 18:45:08.712: 1167>  INFO: Autodesk FBX SDK version 2019.0 Release (b92b15b23)
2022-12-01 18:45:08.712: 1167>  INFO:     Creating dependencies...
2022-12-01 18:45:08.712: 1167>  INFO: Processing secondary dependencies...
2022-12-01 18:45:08.712: 1167>  INFO: Checking conversion...
2022-12-01 18:45:08.713: 1167>  INFO:   Dependencies out of date
2022-12-01 18:45:08.713: 1167>  INFO:     Converting task...
2022-12-01 18:45:08.719: 1167>  INFO: FBX file format version for this FBX SDK is 7.5.0
2022-12-01 18:45:08.719: 1167>  INFO: FBX file format version for file 'P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_B.fbx' is 7.5.0

2022-12-01 18:45:09.094: 1166>  INFO:   virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_Action_A.fbx?FbxConverter ->
2022-12-01 18:45:09.094: 1166>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_Action_A.anim_processed
2022-12-01 18:45:09.096: 1154>  INFO:   virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_A.fbx?FbxConverter ->
2022-12-01 18:45:09.096: 1154>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_A.anim_processed
2022-12-01 18:45:09.099: 1166>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\EA\0A\EA0AD8C5056C9DBD2F8CEF46C10F9735_SittingIdle01_Action_A.anim_processed' (The network path was not found.)
2022-12-01 18:45:09.099: 1166>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_Action_A.anim_processed written to: W:\.assetcache_wot\EA\0A\EA0AD8C5056C9DBD2F8CEF46C10F9735_SittingIdle01_Action_A.anim_processed
2022-12-01 18:45:09.100: 1165>  INFO:   virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NicingLog.fbx?FbxConverter ->
2022-12-01 18:45:09.100: 1165>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NicingLog.anim_processed
2022-12-01 18:45:09.101: 1154>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\CB\4C\CB4C20839C95CD9865D40283FA14A3E1_StandingIdle03_Idle_A.anim_processed' (The network path was not found.)
2022-12-01 18:45:09.101: 1154>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_A.anim_processed written to: W:\.assetcache_wot\CB\4C\CB4C20839C95CD9865D40283FA14A3E1_StandingIdle03_Idle_A.anim_processed
2022-12-01 18:45:09.102: 1166>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\11\0F\110F340CBCC93DD2DFC2B47CF3911F92_SittingIdle01_Action_A.fbx_395E990C74EA0E51_plus_secondarydeps' (The network path was not found.)
2022-12-01 18:45:09.102: 1166>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_Action_A.fbx_395E990C74EA0E51_plus_secondarydeps written to: W:\.assetcache_wot\11\0F\110F340CBCC93DD2DFC2B47CF3911F92_SittingIdle01_Action_A.fbx_395E990C74EA0E51_plus_secondarydeps
2022-12-01 18:45:09.102: 1166>  INFO: DONE: Task Completed
2022-12-01 18:45:09.104: 1154>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\AA\88\AA88706672A45D673B1EDC29D839204C_StandingIdle03_Idle_A.fbx_395E990C74EA0E51_plus_secondarydeps' (The network path was not found.)
2022-12-01 18:45:09.104: 1154>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_A.fbx_395E990C74EA0E51_plus_secondarydeps written to: W:\.assetcache_wot\AA\88\AA88706672A45D673B1EDC29D839204C_StandingIdle03_Idle_A.fbx_395E990C74EA0E51_plus_secondarydeps
2022-12-01 18:45:09.104: 1154>  INFO: DONE: Task Completed
2022-12-01 18:45:09.104: 1165>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\31\A3\31A3B858F1642BF99005E954EE81E073_DrinkingTea_Stance_NicingLog.anim_processed' (The network path was not found.)
2022-12-01 18:45:09.104: 1165>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NicingLog.anim_processed written to: W:\.assetcache_wot\31\A3\31A3B858F1642BF99005E954EE81E073_DrinkingTea_Stance_NicingLog.anim_processed
2022-12-01 18:45:09.105:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_Action_A.anim_processed retrieved from cache file: W:\.assetcache_wot\EA\0A\EA0AD8C5056C9DBD2F8CEF46C10F9735_SittingIdle01_Action_A.anim_processed
